Name,Longtitude,Latitude,Address,Area,St,AgencyCode,TEL,TEL2
臺北市中山區中正國民小學,121.5400729,25.050468,臺北市中山區龍江路62號,中山區,龍江路,379075100Y,02-25070932,
臺北市中山區長安國民小學,121.530171,25.0497982,臺北市中山區吉林路15號,中山區,吉林路,379075200Y,02-25617600,
臺北市中山區長春國民小學,121.533902,25.0550146,臺北市中山區長春路165號,中山區,長春路,379075300Y,02-25024366,
臺北市中山區大直國民小學,121.546404,25.0805666,臺北市中山區大直街2號,中山區,大直街,379075400Y,02-25333953,
臺北市中山區大佳國民小學,121.53641129999998,25.0733492,臺北市中山區濱江街107號,中山區,濱江街,379075500Y,02-25035816,
臺北市中山區五常國民小學,121.5422023,25.0641393,臺北市中山區五常街16號,中山區,五常街,379075700Y,02-25023416,
臺北市中山區吉林國民小學,121.5295852,25.0547389,臺北市中山區長春路116號,中山區,長春路,379075800Y,02-25219196,
臺北市中山區懷生國民小學,121.5417844,25.0452404,臺北市中山區安東街16巷2號,中山區,安東街,379075900Y,02-27710846,
臺北市南港區南港國民小學,121.6101226,25.0574484,臺北市南港區惠民街67號,南港區,惠民街,379076000Y,02-27834678,02-27832701
臺北市南港區舊莊國民小學,121.6195216,25.0402615,臺北市南港區舊莊街1段100號,南港區,舊莊街,379076100Y,02-27821418,
臺北市南港區玉成國民小學,121.5947692,25.0535818,臺北市南港區向陽路31號,南港區,向陽路,379076200Y,02-27836049,
臺北市南港區成德國民小學,121.5868725,25.0470902,臺北市南港區東新街65號,南港區,東新街,379076300Y,02-27851376,
臺北市內湖區內湖國民小學,121.5802502,25.0792037,臺北市內湖區內湖路２段41號,內湖區,內湖路,379076400Y,02-27998085,02-27970237
臺北市內湖區碧湖國民小學,121.59111029999998,25.0853115,臺北市內湖區金龍路100號,內湖區,金龍路,379076500Y,02-27907161,
臺北市內湖區潭美國民小學,121.5817976,25.059582100000004,臺北市內湖區行善路179號,內湖區,行善路,379076600Y,02-27917334,
臺北市內湖區東湖國民小學,121.615472,25.0688414,臺北市內湖區東湖路115號,內湖區,東湖路,379076700Y,02-26339984,
臺北市士林區士林國民小學,121.5214986,25.088787600000003,臺北市士林區大南路,士林區,大南路,379077900Y,02-28812231,
臺北市士林區士東國民小學,121.5268889,25.1129051,臺北市士林區中山北路６段392號,士林區,中山北路,379078000Y,02-28710064,02-28714553
臺北市士林區福林國民小學,121.5295965,25.0986884,臺北市士林區福志路75號,士林區,福志路,379078100Y,02-28316293,
臺北市士林區陽明山國民小學,121.5528027,25.1193337,臺北市士林區仰德大道３段61號,士林區,仰德大道,379078200Y,02-28616366,
臺北市士林區社子國民小學,121.5029261,25.0898521,臺北市士林區延平北路６段308號,士林區,延平北路,379078300Y,02-28129059,02-28122505
臺北市士林區雨聲國民小學,121.5372188,25.1010597,臺北市士林區至誠路1段62巷70號,士林區,至誠路,379078400Y,02-28311004,
臺北市士林區富安國民小學,121.4824416,25.1058687,臺北市士林區延平北路8段135號,士林區,延平北路,379078500Y,02-28103192,
臺北市士林區平等國民小學,121.5759841,25.128925,臺北市士林區平菁街101號,士林區,平菁街,379078800Y,02-28610503,
臺北市士林區百齡國民小學,121.5178692,25.086145,臺北市士林區福港街205號,士林區,福港街,379078900Y,02-28817683,
臺北市士林區葫蘆國民小學,121.5069631,25.0837421,臺北市士林區環河北路３段95號,士林區,環河北路,379079000Y,02-28129586,
臺北市士林區雙溪國民小學,121.5647875,25.1064871,台北市士林區中社路2段66號,士林區,中社路,379079100Y,02-28411038,
臺北市北投區北投國民小學,121.499691,25.134251000000006,臺北市北投區中央北路１段73號,北投區,中央北路,379079200Y,02-28912052,
臺北市北投區逸仙國民小學,121.51023229999998,25.140004,臺北市北投區新民路,北投區,新民路,379079300Y,02-28914537,
臺北市北投區石牌國民小學,121.5117379,25.1157413,臺北市北投區致遠二路80號,北投區,致遠二路,379079400Y,02-28227484,
臺北市北投區關渡國民小學,121.4662194,25.1264276,臺北市北投區中央北路４段581號,北投區,中央北路,379079500Y,02-28912847,
臺北市北投區清江國民小學,121.5074753,25.126823100000006,臺北市北投區公館路220號,北投區,公館路,379079700Y,02-28912764,
臺北市北投區大屯國民小學,121.503983,25.154895,臺北市北投區復興三路312號,北投區,復興三路,379079900Y,02-28914353,02-28948786
臺北市北投區湖山國民小學,121.535435,25.1496532,臺北市北投區湖底路11號,北投區,湖底路,379080100Y,02-28610148,
臺北市北投區義方國民小學,121.5092955,25.1420384,臺北市北投區珠海路155號,北投區,珠海路,379080200Y,02-28917433,02-28913572
臺北市北投區文林國民小學,121.5147513,25.1059122,臺北市北投區文林北路155號,北投區,文林北路,379080300Y,02-28234212,
臺北市北投區桃源國民小學,121.4828384,25.1371417,臺北市北投區中央北路３段,北投區,中央北路,379080400Y,02-28941208,02-28941209
臺北市士林區雨農國民小學,121.529834,25.1052568,臺北市士林區忠義街1號,士林區,忠義街,379080700Y,02-28329700,
臺北市松山區民族國民小學,121.5517182,25.0595939,臺北市松山區民生東路４段97巷7號,松山區,民生東路,379080800Y,02-27124872,
臺北市北投區明德國民小學,121.521827,25.1122284,臺北市北投區明德路190號,北投區,明德路,379080900Y,02-28229651,
臺北市北投區立農國民小學,121.505032,25.119493,臺北市北投區立農街１段250號,北投區,立農街,379081000Y,02-28210702,
臺北市松山區三民國民小學,121.5658994,25.0632821,臺北市松山區民權東路５段,松山區,民權東路,379081400Y,02-27646080,
臺北市南港區胡適國民小學,121.6240441,25.0370335,臺北市南港區舊莊街１段,南港區,舊莊街,379081600Y,02-27824949,02-27824949
臺北市內湖區康寧國民小學,121.5949309,25.080112600000003,臺北市內湖區星雲街121號,內湖區,星雲街,379081700Y,02-27901237,
臺北市士林區天母國民小學,121.5275331,25.1197914,臺北市士林區天玉街12號,士林區,天玉街,379081900Y,02-28723336,
臺北市士林區文昌國民小學,121.52198529999998,25.0993474,臺北市士林區文林路615巷20號,士林區,文林路,379082000Y,02-28365411,
臺北市南港區東新國民小學,121.6022189,25.0554594,臺北市南港區興南街62號,南港區,興南街,379082200Y,02-27837577,02-27826531
臺北市內湖區明湖國民小學,121.6107675,25.0713296,臺北市內湖區康寧路３段105號,內湖區,康寧路,379082400Y,02-26323477,
臺北市士林區蘭雅國民小學,121.5230768,25.1084167,臺北市士林區磺溪街57號,士林區,磺溪街,379083000Y,02-28366052,
臺北市內湖區新湖國民小學,121.5885493,25.0682258,臺北市內湖區民權東路6段138號,內湖區,民權東路,379083100Y,02-27963721,
臺北市北投區文化國民小學,121.4965074,25.1371562,臺北市北投區文化三路1號,北投區,文化三路,379083200Y,02-28933828,
臺北市內湖區文湖國民小學,121.5628199,25.0866976,臺北市內湖區文湖街,內湖區,文湖街,379083400Y,02-26583515,
臺北市內湖區大湖國民小學,121.60146090000002,25.0869071,臺北市內湖區大湖山莊街,內湖區,大湖山莊街,379083500Y,02-27915870,
臺北市南港區修德國民小學,121.5896433,25.045456100000006,臺北市南港區東新街118巷86號,南港區,東新街,379083600Y,02-27880500,
臺北市信義區興雅國民小學,121.5610189,25.036388,臺北市信義區基隆路1段83巷9號,信義區,基隆路,379084000Y,02-27618156,02-27618156
臺北市信義區永春國民小學,121.5790792,25.0446527,臺北市信義區松山路225巷48號,信義區,松山路,379084100Y,02-27641314,
臺北市信義區光復國民小學,121.5578014,25.0401432,臺北市信義區光復南路271號,信義區,光復南路,379084200Y,02-27585076,02-27585076
臺北市信義區三興國民小學,121.558267,25.029467,臺北市信義區基隆路２段99號,信義區,基隆路,379084300Y,02-27364687,
臺北市信義區信義國民小學,121.5646023,25.0319974,臺北市信義區松勤街,信義區,松勤街,379084400Y,02-27204005,
臺北市信義區吳興國民小學,121.568716,25.0257433,臺北市信義區松仁路226號,信義區,松仁路,379084500Y,02-27200226,
臺北市信義區福德國民小學,121.5865301,25.0388201,臺北市信義區福德街253號,信義區,福德街,379084600Y,02-27277992,
臺北市信義區永吉國民小學,121.5798853,25.043008800000006,臺北市信義區松山路287巷5號,信義區,松山路,379084700Y,02-87858111,287858104
臺北市中正區螢橋國民小學,121.51435259999998,25.0251379,臺北市中正區詔安街29號,中正區,詔安街,379084800Y,02-23054620,
臺北市中正區河堤國民小學,121.5200177,25.024804,臺北市中正區汀州路２段,中正區,汀州路,379084900Y,02-23677144,
臺北市中正區東門國民小學,121.5218142,25.0385922,臺北市中正區仁愛路１段2-4號,中正區,仁愛路,379085000Y,02-23412822,
臺北市中正區忠義國民小學,121.5061869,25.0296997,臺北市中正區中華路２段307巷17號,中正區,中華路,379085100Y,02-23038752,
臺北市中正區南門國民小學,121.5084071,25.0354395,臺北市中正區廣州街8號,中正區,廣州街,379085200Y,02-23715052,23715031
臺北市中正區忠孝國民小學,121.5297894,25.0432354,臺北市中正區忠孝東路２段,中正區,忠孝東路,379085300Y,02-23918170,
臺北市大安區古亭國民小學,121.5288504,25.0206435,臺北市大安區羅斯福路三段201號,大安區,羅斯福路,379085400Y,02-23639795,
臺北市大安區銘傳國民小學,121.5349967,25.0139736,臺北市大安區羅斯福路４段,大安區,羅斯福路,379085500Y,02-23639815,
臺北市大安區公館國民小學,121.5428115,25.0124029,臺北市大安區基隆路４段41巷68弄2號,大安區,基隆路,379085600Y,02-27351734,
臺北市萬華區福星國民小學,121.5085573,25.0437305,臺北市萬華區中華路１段,萬華區,中華路,379085700Y,02-23144668,
臺北市萬華區新和國民小學,121.5033372,25.0259828,臺北市萬華區西藏路125巷31號,萬華區,西藏路,379085900Y,02-23038298,
臺北市萬華區東園國民小學,121.4978675,25.023163,臺北市萬華區東園街195號,萬華區,東園街,379086000Y,02-23034803,
臺北市萬華區雙園國民小學,121.4985878,25.030818300000004,臺北市萬華區莒光路315號,萬華區,莒光路,379086100Y,02-23061893,
臺北市萬華區大理國民小學,121.4930584,25.0311567,臺北市萬華區艋舺大道389號,萬華區,艋舺大道,379086200Y,02-23064311,
臺北市萬華區西園國民小學,121.4982517,25.0271068,臺北市萬華區東園街73巷65號,萬華區,東園街,379086300Y,02-23030257,02-23030257
臺北市萬華區萬大國民小學,121.5000703,25.0239154,臺北市萬華區萬大路,萬華區,萬大路,379086400Y,02-23037654,
臺北市萬華區華江國民小學,121.4907756,25.0337743,臺北市萬華區環河南路２段250巷42弄2號,萬華區,環河南路,379086500Y,02-23064352,
臺北市萬華區西門國民小學,121.5048185,25.0430034,臺北市萬華區成都路,萬華區,成都路,379086600Y,02-23113519,
臺北市萬華區老松國民小學,121.5015758,25.0384029,臺北市萬華區桂林路,萬華區,桂林路,379086700Y,02-23361266,
臺北市萬華區龍山國民小學,121.4929009,25.035652,臺北市萬華區和平西路３段325號,萬華區,和平西路,379086800Y,02-23082977#700,
臺北市大同區蓬萊國民小學,121.5152701,25.0579744,臺北市大同區寧夏路,大同區,寧夏路,379086900Y,02-25569835,
臺北市大同區日新國民小學,121.5164761,25.0543892,臺北市大同區太原路151號,大同區,太原路,379087000Y,02-25584819,
臺北市大同區太平國民小學,121.5114935,25.0583047,臺北市大同區延平北路２段,大同區,延平北路,379087100Y,02-25532229,
臺北市大同區永樂國民小學,121.5110848,25.061297,臺北市大同區延平北路二段266號,大同區,延平北路,379087200Y,02-25534882,
臺北市文山區景美國民小學,121.5407811,24.9895266,臺北市文山區景文街108號,文山區,景文街,379087300Y,02-29322151,
臺北市文山區武功國民小學,121.5404074,25.0039227,臺北市文山區興隆路１段68號,文山區,興隆路,379087400Y,02-29314360,
臺北市文山區興德國民小學,121.5507703,25.0016222,臺北市文山區興隆路2段235號,文山區,興隆路,379087500Y,02-29329431,
臺北市文山區溪口國民小學,121.5387574,24.99413,臺北市文山區景福街225號,文山區,景福街,379087600Y,02-29350955,
臺北市文山區興隆國民小學,121.5498138,25.0042393,臺北市文山區福興路,文山區,福興路,379087700Y,02-29323131,
臺北市文山區志清國民小學,121.5389127,24.9986519,臺北市文山區景福街21巷5號,文山區,景福街,379087800Y,02-29323875,
臺北市文山區景興國民小學,121.5484713,24.9962181,臺北市文山區景華街150巷21號,文山區,景華街,379087900Y,02-29329439,
臺北市文山區木柵國民小學,121.5701489,24.9902695,臺北市文山區木柵路3段191號,文山區,木柵路,379088000Y,02-29391234,
臺北市文山區永建國民小學,121.542632,24.98859,臺北市文山區木柵路１段311巷1號,文山區,木柵路,379088100Y,02-29377199,
臺北市文山區實踐國民小學,121.5575466,24.9836274,臺北市文山區忠順街１段4號,文山區,忠順街,379088300Y,02-29360725,
臺北市文山區萬芳國民小學,121.5674415,25.000922600000006,臺北市文山區萬和街1號,文山區,萬和街,379088400Y,02-22301232,
臺北市文山區萬興國民小學,121.57659270000002,24.9904294,臺北市文山區秀明路２段114號,文山區,秀明路,379088500Y,02-29381721,02-29361665
臺北市文山區指南國民小學,121.58363529999998,24.9763942,臺北市文山區指南路3段38巷5-2號,文山區,指南路,379088600Y,02-29393546,02-29397330
臺北市文山區明道國民小學,121.5626492,24.987310600000004,臺北市文山區木柵路2段138巷61號,文山區,木柵路,379088700Y,02-29392821,
臺北市文山區力行國民小學,121.5594878,24.9813948,臺北市文山區木新路３段,文山區,木新路,379088800Y,02-29363995,02-29363995
臺北市士林區劍潭國民小學,121.5230004,25.0799259,臺北市士林區通河街16號,士林區,通河街,379088900Y,02-28855491,
臺北市士林區三玉國民小學,121.5372679,25.1178607,臺北市士林區天母東路116號,士林區,天母東路,379089100Y,02-28751369,
臺北市士林區芝山國民小學,121.5363622,25.1102947,臺北市士林區德行東路285號,士林區,德行東路,379089200Y,02-28316115,
臺北市內湖區麗山國民小學,121.5724649,25.0836791,臺北市內湖區港華街100號,內湖區,港華街,379089300Y,02-26574158,
臺北市信義區博愛國民小學,121.5709566,25.0363244,臺北市信義區松仁路95巷20號,信義區,松仁路,379089400Y,02-23450616,
臺北市文山區興華國民小學,121.5587218,24.9988344,臺北市文山區興隆路3段125巷6號,文山區,興隆路,379089500Y,02-22393070,
臺北市文山區萬福國民小學,121.5389264,25.0057481,臺北市文山區羅斯福路５段,文山區,羅斯福路,379089600Y,02-29353123,
臺北市國語實驗國民小學,121.5105903,25.0307489,臺北市中正區南海路58號,中正區,南海路,379089700Y,02-23033555,
臺北市文山區辛亥國民小學,121.5574312,25.005599,臺北市文山區辛亥路４段,文山區,辛亥路,379089900Y,02-29357282,
臺北市內湖區南湖國民小學,121.6117806,25.0681863,臺北市內湖區康寧路3段200號,內湖區,康寧路,379090100Y,02-26321296,
臺北市中山區永安國民小學,121.54957720000002,25.0787857,臺北市中山區明水路397巷19弄1號,中山區,明水路,379090300Y,02-25335672,
臺北市松山區健康國民小學,121.5627846,25.0566674,臺北市松山區延壽街168號,松山區,延壽街,379090400Y,02-25282814,
臺北市大安區新生國民小學,121.5332881,25.0296747,臺北市大安區新生南路２段36號,大安區,新生南路,379090900Y,02-23913122,
臺北市中山區濱江國民小學,121.5616369,25.0780014,臺北市中山區樂群二路266巷99號,中山區,樂群二路,379091000Y,02-85021571,02-85021572
臺北市內湖區麗湖國民小學,121.5999883,25.0784587,臺北市內湖區金湖路,內湖區,金湖路,379091100Y,02-26343888,
